Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
681,B000G6MBX2,A2MIJOZVTWEXP2,"TG ""Tigris""",4,5,5,1187740800,My favorite chips from Kettle!!,Just the right amount of spice to make them hot and they are also sweet! Very hard to find in New Jersey. Can not have just one bag around!!
682,B000G6MBX2,A4AYT6I29WTPY,"Chip Lover ""Leisa""",4,5,5,1158537600,"Amazing Taste, Best Chip Ever!",I can't believe how wonderful this chip is! The slightly spicy after taste gives the chip extra punch and flavor. My family and I are offically addicted.
683,B000G6MBX2,A1UDFKEKTO70NX,Tiffany,1,1,4,1245110400,tasty,"These chips are perfect for snacking with or without salsa. The texture is brittle and thin, like other Plocky's chips.<br /><br />The only downside: the spice is minimal."
684,B000G6MBX2,A471XPKNUEJGU,Joe133,1,1,4,1219536000,Plocky's Sweet Smokey Chipotle Whole Grain Tortill...,I think Plocky's brand as a whole is a cut above in quality but I found these to lack in taste somewhat and be a little greasy.
685,B000G6MBX2,A3UCO7B9HP42BG,Denise Graner,1,1,5,1217203200,Yummy chips,"These are the best chips I have ever eaten. Everyone in our family loves them. Sweet but spicy- crispy....really good. Delivery was perfect, no crushed chips. Fantastic overall."
686,B000G6MBX2,A28A3KLKV22OAJ,C. Young,1,1,5,1215043200,Tasty!,A nice case of chips that are quite tasty. I definitely enjoy the Kettle Sea Salt and Black Pepper. I just wish they were bigger bags :)
687,B000G6MBX2,A1WX42M589VAMQ,Mir,3,4,5,1209686400,So Faboo: Dangerous for those prone to Chips Binges!!!,"I ordered these this week from my organic foods delivery service. OH MY WORD! Spicy (but not burning spicy, more like tongue-warming), sweetish, salty...a really strongly-flavored and delicious chip. If you like barbecue flavor, this is a nice sweet-Mexi-fied barecue.<br /><br />I also like that it's organic.<br /><br />I ate the 5 oz bag in less than 15 minutes. My bad. But dang, if they're not sinfully delicious.<br /><br />Granted, 5oz is not a whole lot (it was skimpy for the price, which is often the case when it comes to organic), but it was 750 calories at a pop. Geesh.<br /><br />Yes, 150 cals per 1 oz serving. That's about par for the course for fried chips.<br /><br />Verdict: Fattening, crispy, flavorful, delicious. Best to stick to very small servings on the side of a low-fat sandwich or soup.<br /><br />Enjoy.<br /><br />Mir"
688,B000G6MBX2,ARUQJLJBXS88,Karen E. Emanuel,3,4,5,1184371200,The spice will grow!,"At first you think that these chips aren't all that Spicy, but the spice will grow on you with each bite.  They are really very good!"
689,B000G6MBX2,A3MKD1JZEYH8J3,"P. Werwie ""Punchneedle Chick""",2,3,5,1256342400,The best tortilla chips I have ever eaten!!,"I can't say enough good things about Plocky's chips!!  I have purchased this flavor and the black bean flavor <a href=""http://www.amazon.com/gp/product/B000GWKO7G"">Plocky's Tortilla Chips, Black Beans 'N Rice, 7-Ounce Bags (Pack of 12)</a> and I love them!  They taste better than more well known brands and are very satisfying.  I have never eaten a tortilla chip that didn't make me feel guilty afterwards.  Not with Plocky's...I always eat less and feel satisfied.  I actually prefer these eaten by themselves..no dips...and I keep a bag in my desk at work.  I have even had them for lunch when there is no time to grab something.  I bring them to work to share with friends and they love them too.  I am a fan of Plocky's chips and will continue to purchase them on Amazon."
690,B000G6MBX2,A1ZH9LWMX5UCFJ,"K. Stuckey ""kateling""",2,3,5,1202169600,Such an excellent chip,"My aunt gave me a bag of these and I was immediately addicted. There are actual pieces of beans in the chips and they are not overly salty like other chips. I love the zip, agreed they are awesome without salsa, and no trans fat!"
