Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
761,B006JWQFC0,A2C9XE9I8RSKNX,J. Johnson,0,0,5,1351036800,Amazingly true to flavors...,"I'm pleased with these- wasn't sure how they'd be able to replicate the autumn classic flavors of caramel apples, but figured Werther's was a good bet.  I'm diabetic, so wolfing down a real caramel apple when the mood strikes just can't happen as often as I'd like to do so.  But these are tasty enough to get me through until I can 'carb budget'  the real thing. These are made with sugar alcohols, so it's wise to limit how many are eaten in a day unless you're going to be near home and have turbo-flush on your toilet.  (TMI???)  This pack of 6 will last a while, but they're definitely a 'will reorder'.  :)"
762,B006JWQFC0,A1WWAQFIYLCL0Y,"Richard L. Costello ""rbjrev""",0,0,1,1350259200,IT'S A LAXATIVE,"This item, WERTHER'S SUGAR FREE HARD CANDY, if consumed, will give you - or your friends, loose bowels. I purchased 12 bags and discovered more than a bowel problem: You can't return them. Need a laxative? I have ten unopened bags you can have - for free."
763,B009HINRX8,A3N9477PUE6WMR,patc477,4,4,5,1323302400,Good Tasting cup o' joe,"This is a bold blend that has a great taste. The flavor comes bursting through. I usually brew & drink Organic Sumatra Mandeling from BJ's. I use this blend exclusively, so to get a cup that rivals the complex flavor from my Tassimo brewer is fantastic. Come on Amazon add it to the subscription service."
764,B009HINRX8,ADDBLG0CFY9AI,S.A.D.,1,1,5,1326758400,Best of the Tassimo's,"We've tried many Tassimo flavors.  This is by far our favorite.  Our normal cup of coffee is Starbuck's house blend out of a Cuisinart pot but one or two days a week we use our Tassimo.  This coffee is rich but not too stong.  I don't understand the current price over $20 for 14 disks and hope that it will be lowered on Amazon.  For now, we'll buy elsewhere."
765,B009HINRX8,A1OEL4UZT3KKI4,"coffee drinker in PA ""coffee drinker in PA""",0,0,5,1344988800,great coffee - terrible price,"This is one of the best choices, in my opinion.  I also adore Amazon, but they need to negotiate a better price for their Tassimo Disks.  These are available at BedBath & Beyond for $10. and I always get 20% off which brings it down to $8.00 --- they were $7.50 (before the 20% off readily available coupons) until about 3 months ago.  Again, this is an excellent blend with full flavor - not bitter - I think it's my favorite."
766,B009HINRX8,A39BLB42U7M6BD,James Brooks,0,0,4,1344643200,One of the better T-Discs,"I have tried about 75% of the available T-Discs, and the Kona Blend is one of the best regular/unflavored coffees for Tassimo. It has a nice smooth flavor that is not overpowering, and has a pleasant aroma. Personally, I would enjoy it more if it were stronger/bolder. However, being a bit mild, it goes well with breakfast and/or (gluten-free) baked goodies. I find it mildly perplexing that this product is not available from tassimodirect, nor is a subscription service available. Originally found this at (Dead Bats from) Beyond, used a 20% coupon, and was happy with the final price."
767,B009HINRX8,ATNQNZEHWMR9U,Kokopelli,0,0,3,1337385600,Note: Rating both coffee and seller,"This coffee is good but, for me, it's nothing special. I will buy it again because it's a nice, mellow blend, and my favorite daily coffee, Nabob, must now be shipped from Canada. However, on my first order to the Canadian company, it's taking a long time to be delivered (still haven't gotten it).<br /><br />The reason for only three stars is not about the quality of the coffee but the fact that the description of the product does not mention the fact that this ""Kona coffee"" is actually only 15% Kona. If you look very carefully at the photo of the disc, you can see that information, and there's a legal disclaimer saying that the product may not match exactly with the description. So it's my fault for not reading more carefully, but I was happy to see what I thought was 100% Kona and wasn't careful. I've bought the 15% Kona before in a local store and did know that there was such a product in the Tassimo discs, but I just read the product title and ordered.<br /><br />As I said, the coffee tastes good, the amount of coffee is the usual amount, neither the small cups of some European coffees or the extra large size, and I would recommend the coffee. Just be aware that this is blended coffee with only 15% Kona. And don't expect it to come in a flash, as it did when Amazon Prime delivered it."
768,B009HINRX8,A2CAZG1CQ8BQI5,Patricia J. Nohalty,0,0,5,1337212800,Kona for Tassimo,Of all the coffee's available for Tassimo this Kona has the richest flavor and fantastic aroma by<br />far my favorite.
769,B0016J4QKO,A1MEI40LLXKQF6,S. Walton,0,0,5,1348963200,Best wafers,I think these are my favorite cookies ever. Really light and creamy. Too bad you can no longer find them anywhere for less than two-hundred count! I don't think I need THAT many.
770,B001EPPE42,A17PGKUKZB9XD,don,1,3,1,1330646400,Tao of Tea ...!Don't get it,"This kind of tea not good ....!Taste and smell so wear it's not like tea ,and feel like some thing chemical."
771,B000NF69ZM,A3FVAWZNKW9GX,"A.Trendl HungarianBookstore.com ""What should ...",3,3,4,1243123200,Perfect Sampler of Milka Chocolate,"The Milka Naps Mix Gift Box is a fun, unique gift for those tired of Whitman's and the usual American brands. Nothing wrong with Whitman's, but sometimes a change of look and flavor is nice.<br /><br />As a sampler, it provides only a few of the Milka options. Four flavors are here: noisette, hazelnuts, alpine milk and strawberry. All are delicious, though I don't like strawberry/chocolate (in any candy) personally, and give those away to eager friends. The Naps box are perfect for coffee tables and as a standalone dish at work.<br /><br />Milka and its famous purple cow, is owned by Kraft, is an eastern European chocolate originally produced in Switzerland and is available in Germany, Austria, Hungary and other nearby countries.<br /><br />Distribution is still weak in the United States, but can be found increasingly in larger cities. Usually, then, it is found only in international grocery stores, though it pops up in eclectic grocers from time to time. It has been around 100 years. Whether or not Kraft will change the recipe has yet to be seen. For now, the texture and taste are better than Hershey's and Nestle. It is a smoother, creamier basic chocolate.<br /><br />I fully recommend the Milka Naps Mix Gift Box.<br /><br />Anthony Trendl<br />editor, HungarianBookstore.com"
