Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
801,B00285FF6O,AQ9M45GUGWJ9N,Susan C. Fowler,0,0,5,1276387200,choclate,the first time i ordered this it came all melted but amazon was quick to remedy the situation by sending me another of the product and it was great thank you
802,B00285FF6O,AXXCSX5J1YGEH,Jelly,0,1,3,1335052800,is this serious??? 10 bucks??,Are people really paying 10 bucks for these chocolates??? ummmm go to any grocery store and by them for 2.98 a bag..wow
803,B0067R3Q9M,A35RALTOLCAJLH,"Marie C. Majumdar ""Catherine""",0,0,5,1330819200,Yum!,Low calorie and satisfying. These soups are a nice fill in when you don't want too much but don't want to be hungry for a few hours.
804,B004S0AQHA,A3AV5XEJ25KVF4,"Castlecat ""castlecat""",9,10,3,1310774400,"Overpriced, Even on Gold Box","This was really a disappointment. While the products included are fine, the real disappointment was the travel mug. It is a cheap plastic cup with the nutritional information for the cookies on it! So it is basically just a cookie package! Yeah, that is really what I want to use as a travel mug. I agree with the review that it looks like it came from a dollar store. The product description says the polka dot tumbler is ""definitely a keeper."" What? It is simply cheap packaging! Not something of quality to enjoy. Had I known that I would not have purchased the set. I really was looking forward to using the cute looking mug on a daily basis. I like the products inside and the basket is OK, but really this what not what it appeared to be."
805,B004S0AQHA,A1JYQTN8CN3CY2,JC in ABQ,9,10,3,1310428800,Even at $15 seems a little overpriced.,"It looks pretty, but the contents are very minute and seem to not be of very high quality. There's a plastic cup for the tea that looks like it came from a dollar store. The basket is nice, though."
806,B004S0AQHA,A3R66N9FR8HMJ7,Kdpsnake,2,2,5,1311120000,Quick arrival great basket!,Purchased this as a gift for my mother when it was a lightning deal.  She was very happy and loved the basket.  She enjoyed the cookies and the flavors of tea that were included.  Shipped quick and arrived when expected.
807,B004S0AQHA,A1ZYO3FOEXVCJS,Catherine Odegard,1,1,5,1312329600,Adorable basket-makes nice presentation,"Received very quickly and extremely well packaged.  Since this is a smaller sized basket, it would be an adorable present for anyone who likes tea, for self or just to have to hand.  Very nicely assembled with attention to detail."
808,B0030C9A60,A3BH49ZKESHDID,Fred Camfield,1,1,5,1290038400,Specialty party item,"These small chocolate cups are a specialty party item that I have never been able to find in the past when I wanted them.  Amazon now provides a link.  They can be used for what are commonly called ""jello shots,"" and provide a solid edible alternative to small paper cups."
809,B0030C9A60,A23WVMQ6J7BZ61,B. Rickerd,0,0,5,1334793600,Delicious!,I bought these chocolate liquor cups for a party! It was a big hit. They are high quality and a good buy.
810,B0030C9A60,A22SF4XQI6LLUS,"Michael Mcadams ""Scout collector""",0,0,5,1326758400,Chocolate - How can you go wrong?,Great for serving Chocolate liquor. Adds a touch of class to your event and elevates you to host supreme. Being able to eat the cup afterwards is just icing on the cake.
811,B0030C9A60,A30MMUR0DMHYCG,M. Veenstra,0,0,5,1324771200,chocolate liquor cups,"Delicious chocolate cups, each in its own aluminum holder.  I could not find these in any local store, so was happy to find them on-line.<br />Most people are unaware of them, so they are impressed when I serve them a little cordial or other liquor in a chocolate cup.  After sipping the<br />liquor, you can eat the cup.  What could be nicer?  Excellent product."
812,B0030C9A60,APNMGFU73W7ZC,Sharon Knibbe,0,0,5,1323388800,Scottie,The holiday liquor cups were exactly what I was looking for.  The chocolate is<br />delicious and holds up well to the liquors
